year,term,value,source,corpus,smoothing,case_sensitive,primary_layer,layer_name,function_mode
1846,artificial respiration,1.161491982593077e-7,Google Books Ngram,en,0,false,2,body_support,support
1847,artificial respiration,1.2207297506172665e-7,Google Books Ngram,en,0,false,2,body_support,support
1848,artificial respiration,2.1802696892336826e-7,Google Books Ngram,en,0,false,2,body_support,support
1849,artificial respiration,2.0682375256875218e-7,Google Books Ngram,en,0,false,2,body_support,support
1850,artificial respiration,1.4307441997818415e-7,Google Books Ngram,en,0,false,2,body_support,support
1851,artificial respiration,1.8634968904085447e-7,Google Books Ngram,en,0,false,2,body_support,support
1852,artificial respiration,2.6852002865673796e-7,Google Books Ngram,en,0,false,2,body_support,support
1853,artificial respiration,2.48880997144596e-7,Google Books Ngram,en,0,false,2,body_support,support
1854,artificial respiration,2.1932418770020945e-7,Google Books Ngram,en,0,false,2,body_support,support
1855,artificial respiration,1.8938969958970375e-7,Google Books Ngram,en,0,false,2,body_support,support
1856,artificial respiration,3.4722731623304526e-7,Google Books Ngram,en,0,false,2,body_support,support
1857,artificial respiration,4.755867006878134e-7,Google Books Ngram,en,0,false,2,body_support,support
1858,artificial respiration,2.5779609069687126e-7,Google Books Ngram,en,0,false,2,body_support,support
1859,artificial respiration,3.383392654932038e-7,Google Books Ngram,en,0,false,2,body_support,support
1860,artificial respiration,3.54963272136688e-7,Google Books Ngram,en,0,false,2,body_support,support
1861,artificial respiration,5.156625366709022e-7,Google Books Ngram,en,0,false,2,body_support,support
1862,artificial respiration,3.6078612009049493e-7,Google Books Ngram,en,0,false,2,body_support,support
1863,artificial respiration,2.4922950875305716e-7,Google Books Ngram,en,0,false,2,body_support,support
1864,artificial respiration,3.3294819390405905e-7,Google Books Ngram,en,0,false,2,body_support,support
1865,artificial respiration,3.65810025826363e-7,Google Books Ngram,en,0,false,2,body_support,support
1866,artificial respiration,2.6957025323071093e-7,Google Books Ngram,en,0,false,2,body_support,support
1867,artificial respiration,2.541291213020713e-7,Google Books Ngram,en,0,false,2,body_support,support
1868,artificial respiration,3.0719541133095163e-7,Google Books Ngram,en,0,false,2,body_support,support
1869,artificial respiration,4.4583937075515223e-7,Google Books Ngram,en,0,false,2,body_support,support
1870,artificial respiration,4.0949747504015477e-7,Google Books Ngram,en,0,false,2,body_support,support
1871,artificial respiration,3.559502381733637e-7,Google Books Ngram,en,0,false,2,body_support,support
1872,artificial respiration,4.460098090852682e-7,Google Books Ngram,en,0,false,2,body_support,support
1873,artificial respiration,6.336123625771961e-7,Google Books Ngram,en,0,false,2,body_support,support
1874,artificial respiration,5.47306040488138e-7,Google Books Ngram,en,0,false,2,body_support,support
1875,artificial respiration,5.877805642207079e-7,Google Books Ngram,en,0,false,2,body_support,support
1876,artificial respiration,6.85030625113825e-7,Google Books Ngram,en,0,false,2,body_support,support
1877,artificial respiration,4.386632799224799e-7,Google Books Ngram,en,0,false,2,body_support,support
1878,artificial respiration,5.207990341205004e-7,Google Books Ngram,en,0,false,2,body_support,support
1879,artificial respiration,4.7223612398283876e-7,Google Books Ngram,en,0,false,2,body_support,support
1880,artificial respiration,6.068074960841052e-7,Google Books Ngram,en,0,false,2,body_support,support
1881,artificial respiration,5.755077943092601e-7,Google Books Ngram,en,0,false,2,body_support,support
1882,artificial respiration,4.920757294968325e-7,Google Books Ngram,en,0,false,2,body_support,support
1883,artificial respiration,5.250898684749927e-7,Google Books Ngram,en,0,false,2,body_support,support
1884,artificial respiration,4.5593033171087427e-7,Google Books Ngram,en,0,false,2,body_support,support
1885,artificial respiration,5.809694014757838e-7,Google Books Ngram,en,0,false,2,body_support,support
1886,artificial respiration,4.0574326731768195e-7,Google Books Ngram,en,0,false,2,body_support,support
1887,artificial respiration,4.905908888019894e-7,Google Books Ngram,en,0,false,2,body_support,support
1888,artificial respiration,4.013697081362011e-7,Google Books Ngram,en,0,false,2,body_support,support
1889,artificial respiration,5.366921045357742e-7,Google Books Ngram,en,0,false,2,body_support,support
1890,artificial respiration,9.017490214535684e-7,Google Books Ngram,en,0,false,2,body_support,support
1891,artificial respiration,5.903876814650211e-7,Google Books Ngram,en,0,false,2,body_support,support
1892,artificial respiration,5.596125526308171e-7,Google Books Ngram,en,0,false,2,body_support,support
1893,artificial respiration,7.365011222004725e-7,Google Books Ngram,en,0,false,2,body_support,support
1894,artificial respiration,5.525121427041313e-7,Google Books Ngram,en,0,false,2,body_support,support
1895,artificial respiration,6.250302319460443e-7,Google Books Ngram,en,0,false,2,body_support,support
1896,artificial respiration,5.176754497709934e-7,Google Books Ngram,en,0,false,2,body_support,support
1897,artificial respiration,5.784511324657959e-7,Google Books Ngram,en,0,false,2,body_support,support
1898,artificial respiration,6.391893250523584e-7,Google Books Ngram,en,0,false,2,body_support,support
1899,artificial respiration,4.2382971487953114e-7,Google Books Ngram,en,0,false,2,body_support,support
1900,artificial respiration,4.637308617105873e-7,Google Books Ngram,en,0,false,2,body_support,support
1901,artificial respiration,4.437985381272602e-7,Google Books Ngram,en,0,false,2,body_support,support
1902,artificial respiration,4.2776874309424784e-7,Google Books Ngram,en,0,false,2,body_support,support
1903,artificial respiration,5.446333544156801e-7,Google Books Ngram,en,0,false,2,body_support,support
1904,artificial respiration,4.425343882452637e-7,Google Books Ngram,en,0,false,2,body_support,support
1905,artificial respiration,4.211768445117059e-7,Google Books Ngram,en,0,false,2,body_support,support
1906,artificial respiration,4.604653796036473e-7,Google Books Ngram,en,0,false,2,body_support,support
1907,artificial respiration,4.210401738369285e-7,Google Books Ngram,en,0,false,2,body_support,support
1908,artificial respiration,4.720368629307359e-7,Google Books Ngram,en,0,false,2,body_support,support
1909,artificial respiration,4.951923670559744e-7,Google Books Ngram,en,0,false,2,body_support,support
1910,artificial respiration,5.212165817419789e-7,Google Books Ngram,en,0,false,2,body_support,support
1911,artificial respiration,4.599702467800171e-7,Google Books Ngram,en,0,false,2,body_support,support
1912,artificial respiration,5.047110471778637e-7,Google Books Ngram,en,0,false,2,body_support,support
1913,artificial respiration,6.523734459307207e-7,Google Books Ngram,en,0,false,2,body_support,support
1914,artificial respiration,5.330868040331893e-7,Google Books Ngram,en,0,false,2,body_support,support
1915,artificial respiration,4.7199370278860897e-7,Google Books Ngram,en,0,false,2,body_support,support
1916,artificial respiration,4.206318733740444e-7,Google Books Ngram,en,0,false,2,body_support,support
1917,artificial respiration,4.3684644396302375e-7,Google Books Ngram,en,0,false,2,body_support,support
1918,artificial respiration,4.373727162665375e-7,Google Books Ngram,en,0,false,2,body_support,support
1919,artificial respiration,3.9004345619986225e-7,Google Books Ngram,en,0,false,2,body_support,support
1920,artificial respiration,4.1511974391283957e-7,Google Books Ngram,en,0,false,2,body_support,support
1921,artificial respiration,3.839187323606552e-7,Google Books Ngram,en,0,false,2,body_support,support
1922,artificial respiration,4.3721771225690986e-7,Google Books Ngram,en,0,false,2,body_support,support
1923,artificial respiration,4.6207106629836403e-7,Google Books Ngram,en,0,false,2,body_support,support
1924,artificial respiration,4.4287473664750276e-7,Google Books Ngram,en,0,false,2,body_support,support
1925,artificial respiration,4.430416761791456e-7,Google Books Ngram,en,0,false,2,body_support,support
1926,artificial respiration,3.988965278367562e-7,Google Books Ngram,en,0,false,2,body_support,support
1927,artificial respiration,4.0192766095903387e-7,Google Books Ngram,en,0,false,2,body_support,support
1928,artificial respiration,4.109182480394047e-7,Google Books Ngram,en,0,false,2,body_support,support
1929,artificial respiration,4.140051043932669e-7,Google Books Ngram,en,0,false,2,body_support,support
1930,artificial respiration,3.6231150475629637e-7,Google Books Ngram,en,0,false,2,body_support,support
1931,artificial respiration,3.8856190069658236e-7,Google Books Ngram,en,0,false,2,body_support,support
1932,artificial respiration,3.8053330786436135e-7,Google Books Ngram,en,0,false,2,body_support,support
1933,artificial respiration,4.5289080108368296e-7,Google Books Ngram,en,0,false,2,body_support,support
1934,artificial respiration,4.1932160779745153e-7,Google Books Ngram,en,0,false,2,body_support,support
1935,artificial respiration,4.953407277685784e-7,Google Books Ngram,en,0,false,2,body_support,support
1936,artificial respiration,4.0622997277139916e-7,Google Books Ngram,en,0,false,2,body_support,support
1937,artificial respiration,4.812565370382327e-7,Google Books Ngram,en,0,false,2,body_support,support
1938,artificial respiration,5.069891386155767e-7,Google Books Ngram,en,0,false,2,body_support,support
1939,artificial respiration,5.21941090549094e-7,Google Books Ngram,en,0,false,2,body_support,support
1940,artificial respiration,4.9878696853356e-7,Google Books Ngram,en,0,false,2,body_support,support
1941,artificial respiration,4.7180967730625634e-7,Google Books Ngram,en,0,false,2,body_support,support
1942,artificial respiration,5.637644881345549e-7,Google Books Ngram,en,0,false,2,body_support,support
1943,artificial respiration,5.766216148866965e-7,Google Books Ngram,en,0,false,2,body_support,support
1944,artificial respiration,6.927187815586322e-7,Google Books Ngram,en,0,false,2,body_support,support
1945,artificial respiration,5.887873180815406e-7,Google Books Ngram,en,0,false,2,body_support,support
1946,artificial respiration,4.382216160156438e-7,Google Books Ngram,en,0,false,2,body_support,support
