year,term,value,source,corpus,smoothing,case_sensitive,primary_layer,layer_name,function_mode
1908,artificial agent,3.3724947834379293e-10,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1909,artificial agent,8.898335401852364e-10,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1910,artificial agent,0,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1911,artificial agent,6.678679831395584e-10,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1912,artificial agent,3.010204863151955e-10,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1913,artificial agent,4.88522888808518e-10,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1914,artificial agent,2.8421190401139995e-10,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1915,artificial agent,1.9927959282739494e-10,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1916,artificial agent,4.949775034290838e-10,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1917,artificial agent,1.089639711793211e-9,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1918,artificial agent,4.3016740169932177e-10,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1919,artificial agent,2.0058804617306691e-10,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1920,artificial agent,0,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1921,artificial agent,1.1465964844248333e-9,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1922,artificial agent,4.731793290524422e-10,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1923,artificial agent,7.444753702401385e-10,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1924,artificial agent,2.649564734280574e-10,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1925,artificial agent,2.642658314400137e-10,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1926,artificial agent,6.152012788085415e-10,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1927,artificial agent,7.515007505176641e-10,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1928,artificial agent,8.282256547254008e-10,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1929,artificial agent,8.025576869741258e-10,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1930,artificial agent,3.4781905133840496e-10,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1931,artificial agent,1.5609372683300649e-9,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1932,artificial agent,0,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1933,artificial agent,2.735673909626257e-10,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1934,artificial agent,0,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1935,artificial agent,3.6947345183335756e-10,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1936,artificial agent,4.0960923541888405e-10,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1937,artificial agent,4.582304535816206e-10,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1938,artificial agent,2.292512429891147e-10,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1939,artificial agent,3.3062147464235636e-10,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1940,artificial agent,1.1264385257891973e-10,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1941,artificial agent,2.2639619345898865e-10,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1942,artificial agent,4.854807111875914e-10,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1943,artificial agent,3.850132990201871e-10,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1944,artificial agent,2.639934382209219e-10,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1945,artificial agent,0,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1946,artificial agent,5.260763491499176e-10,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1947,artificial agent,1.379738344409187e-9,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1948,artificial agent,7.532881540761593e-10,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1949,artificial agent,0,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1950,artificial agent,1.192162035756894e-9,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1951,artificial agent,2.631109219386474e-10,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1952,artificial agent,2.623475048313395e-10,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1953,artificial agent,2.480786132075252e-10,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1954,artificial agent,1.0322238619409063e-9,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1955,artificial agent,1.6181349316024551e-10,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1956,artificial agent,5.47038414566714e-10,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1957,artificial agent,7.486737618744854e-11,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1958,artificial agent,0,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1959,artificial agent,3.510849944099448e-10,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1960,artificial agent,3.967554063066814e-10,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1961,artificial agent,8.83957310127137e-10,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1962,artificial agent,6.21949158841062e-11,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1963,artificial agent,5.427960303450163e-10,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1964,artificial agent,8.123162767437186e-10,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1965,artificial agent,4.208726700483112e-10,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1966,artificial agent,4.094549699296124e-10,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1967,artificial agent,7.854308037291702e-10,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1968,artificial agent,5.889031207129136e-10,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1969,artificial agent,3.6401823222398377e-10,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1970,artificial agent,3.5893715777390867e-10,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1971,artificial agent,5.328643082336271e-10,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1972,artificial agent,4.211569634704482e-10,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1973,artificial agent,3.506895607241489e-10,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1974,artificial agent,1.7767991244976855e-10,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1975,artificial agent,3.456179231697831e-10,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1976,artificial agent,4.936691611057142e-10,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1977,artificial agent,2.178127816998554e-10,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1978,artificial agent,2.6351593129803064e-10,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1979,artificial agent,2.0006905854241808e-10,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1980,artificial agent,2.6893304250208416e-10,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1981,artificial agent,5.329968133516161e-10,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1982,artificial agent,1.6253530465970556e-10,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1983,artificial agent,4.677194187507894e-10,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1984,artificial agent,1.52085566362814e-10,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1985,artificial agent,3.037803897321112e-10,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1986,artificial agent,2.0316012760979163e-10,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1987,artificial agent,4.076221894744325e-10,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1988,artificial agent,2.4921115171494534e-10,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1989,artificial agent,3.295693440374947e-10,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1990,artificial agent,8.267459217226047e-10,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1991,artificial agent,1.0652668747113125e-9,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1992,artificial agent,1.5862029606461547e-9,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1993,artificial agent,3.937340273263423e-9,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1994,artificial agent,3.830144007510583e-9,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1995,artificial agent,3.560804401336881e-9,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1996,artificial agent,4.193057762114094e-9,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1997,artificial agent,4.116793170250155e-9,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1998,artificial agent,4.33934742305464e-9,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1999,artificial agent,1.1770934449373271e-8,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
2000,artificial agent,3.807638204733621e-9,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
2001,artificial agent,6.067854472352474e-9,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
2002,artificial agent,3.742887708102494e-9,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
2003,artificial agent,1.0140274619985234e-8,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
2004,artificial agent,6.049552192521901e-9,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
2005,artificial agent,5.947107695192244e-9,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
2006,artificial agent,9.095620256971415e-9,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
2007,artificial agent,7.967148829557402e-9,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
2008,artificial agent,1.1961154899875481e-8,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
2009,artificial agent,9.288264872509e-9,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
2010,artificial agent,8.865411127434442e-9,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
2011,artificial agent,2.1339497953409836e-8,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
2012,artificial agent,1.4191547048625353e-8,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
2013,artificial agent,9.810012413513647e-9,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
2014,artificial agent,1.4447998492039815e-8,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
2015,artificial agent,1.0774181213868417e-8,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
2016,artificial agent,1.6861158691483524e-8,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
2017,artificial agent,1.2162462981191169e-8,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
2018,artificial agent,1.492781692702394e-8,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
2019,artificial agent,1.7285576872638764e-8,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1800,AI agent,0,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1801,AI agent,0,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1802,AI agent,0,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1803,AI agent,0,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1804,AI agent,0,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1805,AI agent,0,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1806,AI agent,0,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1807,AI agent,0,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1808,AI agent,0,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1809,AI agent,0,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1810,AI agent,0,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1811,AI agent,0,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1812,AI agent,0,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1813,AI agent,0,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1814,AI agent,0,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1815,AI agent,0,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1816,AI agent,0,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1817,AI agent,0,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1818,AI agent,0,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1819,AI agent,0,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1820,AI agent,0,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1821,AI agent,0,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1822,AI agent,0,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1823,AI agent,0,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1824,AI agent,0,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1825,AI agent,0,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1826,AI agent,0,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1827,AI agent,0,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1828,AI agent,0,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1829,AI agent,0,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1830,AI agent,0,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1831,AI agent,0,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1832,AI agent,6.142301667289018e-10,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1833,AI agent,0,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1834,AI agent,0,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1835,AI agent,0,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1836,AI agent,0,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1837,AI agent,0,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1838,AI agent,0,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1839,AI agent,0,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1840,AI agent,0,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1841,AI agent,0,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1842,AI agent,0,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1843,AI agent,0,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1844,AI agent,0,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1845,AI agent,0,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1846,AI agent,0,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1847,AI agent,0,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1848,AI agent,0,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1849,AI agent,0,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1850,AI agent,0,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1851,AI agent,0,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1852,AI agent,0,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1853,AI agent,0,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1854,AI agent,0,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1855,AI agent,0,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1856,AI agent,0,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1857,AI agent,0,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1858,AI agent,0,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1859,AI agent,0,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1860,AI agent,0,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1861,AI agent,0,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1862,AI agent,0,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1863,AI agent,0,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1864,AI agent,0,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1865,AI agent,0,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1866,AI agent,0,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1867,AI agent,0,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1868,AI agent,0,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1869,AI agent,0,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1870,AI agent,0,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1871,AI agent,0,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1872,AI agent,0,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1873,AI agent,0,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1874,AI agent,0,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1875,AI agent,0,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1876,AI agent,0,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1877,AI agent,8.879823543139764e-10,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1878,AI agent,0,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1879,AI agent,0,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1880,AI agent,0,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1881,AI agent,0,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1882,AI agent,0,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1883,AI agent,2.3802804172134984e-10,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1884,AI agent,0,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1885,AI agent,0,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1886,AI agent,0,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1887,AI agent,0,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1888,AI agent,0,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1889,AI agent,0,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1890,AI agent,0,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1891,AI agent,0,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1892,AI agent,0,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1893,AI agent,0,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1894,AI agent,0,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1895,AI agent,1.598542825886895e-10,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1896,AI agent,0,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1897,AI agent,0,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1898,AI agent,0,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1899,AI agent,0,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1900,AI agent,1.359515833243563e-10,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1901,AI agent,0,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1902,AI agent,0,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1903,AI agent,0,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1904,AI agent,0,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1905,AI agent,0,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1906,AI agent,0,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1907,AI agent,0,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1908,AI agent,0,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1909,AI agent,0,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1910,AI agent,0,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1911,AI agent,0,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1912,AI agent,0,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1913,AI agent,0,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1914,AI agent,0,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1915,AI agent,0,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1916,AI agent,0,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1917,AI agent,0,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1918,AI agent,0,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1919,AI agent,0,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1920,AI agent,0,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1921,AI agent,0,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1922,AI agent,0,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1923,AI agent,0,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1924,AI agent,0,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1925,AI agent,0,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1926,AI agent,0,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1927,AI agent,0,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1928,AI agent,0,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1929,AI agent,0,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1930,AI agent,0,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1931,AI agent,0,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1932,AI agent,0,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1933,AI agent,0,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1934,AI agent,0,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1935,AI agent,0,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1936,AI agent,0,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1937,AI agent,0,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1938,AI agent,0,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1939,AI agent,0,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1940,AI agent,0,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1941,AI agent,0,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1942,AI agent,0,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1943,AI agent,0,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1944,AI agent,0,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1945,AI agent,0,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1946,AI agent,0,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1947,AI agent,0,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1948,AI agent,0,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1949,AI agent,0,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1950,AI agent,0,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1951,AI agent,0,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1952,AI agent,0,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1953,AI agent,8.26928664432458e-11,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1954,AI agent,0,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1955,AI agent,0,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1956,AI agent,7.814834196429032e-11,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1957,AI agent,0,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1958,AI agent,0,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1959,AI agent,0,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1960,AI agent,0,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1961,AI agent,0,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1962,AI agent,0,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1963,AI agent,0,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1964,AI agent,0,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1965,AI agent,0,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1966,AI agent,1.3648498997653746e-10,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1967,AI agent,0,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1968,AI agent,0,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1969,AI agent,0,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1970,AI agent,5.982286194194941e-11,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1971,AI agent,0,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
